0,1,2
9907112,27,0
9907113,78,1
9907114,16,0
9907115,7,0
9907116,29,0
9907117,7,0
9907118,4,0
9907119,15,0
9907120,26,0
9907121,1,0
9907122,10,0
9907123,21,0
9907124,273,1
9907125,29,0
9907126,67,1
9907127,1,0
9907128,5,0
9907129,120,1
9907130,0,0
9907131,84,1
9907132,106,1
9907133,22,0
9907134,28,0
9907135,8,0
9907136,4,0
9907137,1,0
9907138,0,0
9907139,202,1
9907140,118,1
9907141,22,0
9907142,28,0
9907143,15,0
9907144,128,1
9907145,47,0
9907146,3,0
9907147,2,0
9907148,1,0
9907149,0,0
9907150,18,0
9907151,2,0
9907152,270,1
9907153,27,0
9907154,254,1
9907155,61,1
9907156,2,0
9907157,8,0
9907158,16,0
9907159,12,0
9907160,20,0
9907161,2,0
9907162,6,0
9907163,91,1
9907164,30,0
9907165,15,0
9907166,409,1
9907167,2,0
9907168,56,1
9907169,7,0
9907170,35,0
9907171,0,0
9907172,2,0
9907173,1,0
9907174,3,0
9907175,2,0
9907176,9,0
9907177,132,1
9907178,213,1
9907179,7,0
9907180,133,1
9907181,3,0
9907182,155,1
9907183,27,0
9907184,0,0
9907185,18,0
9907186,128,1
9907187,6,0
9907188,53,1
9907189,559,1
9907190,47,0
9907191,138,1
9907192,32,0
9907193,3,0
9907194,14,0
9907195,0,0
9907196,2,0
9907197,23,0
9907198,100,1
9907199,12,0
9907200,279,1
9907201,4,0
9907202,182,1
9907203,5,0
9907204,48,0
9907205,3,0
9907206,27,0
9907207,2,0
9907208,30,0
9907209,416,1
9907210,17,0
9907211,66,1
9907212,11,0
9907213,113,1
9907214,17,0
9907215,14,0
9907216,118,1
9907217,70,1
9907218,0,0
9907219,139,1
9907220,0,0
9907221,5,0
9907222,1,0
9907223,34,0
9907224,69,1
9907225,147,1
9908001,423,1
9908002,2,0
9908003,2,0
9908004,7,0
9908005,72,1
9908006,0,0
9908007,103,1
9908008,13,0
9908009,8,0
9908010,11,0
9908011,10,0
9908012,12,0
9908013,4,0
9908014,35,0
9908015,3,0
9908016,5,0
9908017,3,0
9908018,72,1
9908019,103,1
9908020,22,0
9908021,16,0
9908022,741,1
9908023,345,1
9908024,19,0
9908025,82,1
9908026,6,0
9908027,7,0
9908028,68,1
9908029,1,0
9908030,4,0
9908031,5,0
9908032,10,0
9908033,12,0
9908034,6,0
9908035,23,0
9908036,355,1
9908037,6,0
9908038,157,1
9908039,2,0
9908040,282,1
9908041,57,1
9908042,55,1
9908043,60,1
9908044,144,1
9908045,37,0
9908046,65,1
9908047,63,1
9908048,8,0
9908049,3,0
9908050,18,0
9908051,18,0
9908052,33,0
9908053,0,0
9908054,33,0
9908055,6,0
9908056,453,1
9908057,6,0
9908058,7,0
9908059,0,0
9908060,61,1
9908061,1,0
9908062,29,0
9908063,0,0
9908064,198,1
9908065,22,0
9908066,22,0
9908067,2,0
9908068,0,0
9908069,7,0
9908070,270,1
9908071,1,0
9908072,243,1
9908073,0,0
9908074,8,0
9908075,158,1
9908076,396,1
9908077,0,0
9908078,2,0
9908079,2,0
9908080,2,0
9908081,1,0
9908082,31,0
9908083,1,0
9908084,14,0
9908085,106,1
9908086,0,0
9908087,5,0
9908088,913,1
9908089,42,0
9908090,91,1
9908091,7,0
9908092,5,0
9908093,59,1
9908094,53,1
9908095,12,0
9908096,74,1
9908097,4,0
9908098,0,0
9908099,45,0
9908100,13,0
9908101,50,0
9908102,37,0
9908103,0,0
9908104,70,1
9908105,459,1
9908106,11,0
9908107,59,1
9908108,2,0
9908109,291,1
9908110,29,0
9908111,2,0
9908112,29,0
9908113,10,0
9908114,0,0
9908115,17,0
9908116,164,1
9908117,13,0
9908118,0,0
9908119,2,0
9908120,58,1
9908121,5,0
9908122,0,0
9908123,35,0
9908124,17,0
9908125,38,0
9908126,32,0
9908127,7,0
9908128,9,0
9908129,17,0
9908130,123,1
9908131,5,0
9908132,43,0
9908133,8,0
9908134,461,1
9908135,141,1
9908136,7,0
9908137,16,0
9908138,5,0
9908139,12,0
9908140,21,0
9908141,357,1
9908142,5761,1
9908143,6,0
9908144,96,1
9908145,0,0
9908146,46,0
9908147,7,0
9908148,45,0
9908149,93,1
9908150,37,0
9908151,47,0
9908152,60,1
9908153,24,0
9908154,14,0
9908155,8,0
9908156,5,0
9908157,13,0
9908158,26,0
9908159,0,0
9908160,212,1
9908161,3,0
9908162,26,0
9908163,60,1
9908164,1,0
9908165,5,0
9908166,2,0
9908167,2,0
9908168,0,0
9908169,39,0
9908170,11,0
9908171,74,1
9908172,26,0
9908173,7,0
9908174,18,0
9908175,137,1
9908176,2,0
9908177,3,0
9908178,21,0
9908179,48,0
9908180,15,0
9908181,2,0
9908182,14,0
9908183,10,0
9908184,2,0
9908185,3,0
9908186,117,1
9908187,34,0
9908188,63,1
9908189,44,0
9908190,8,0
9908191,0,0
9908192,20,0
9908193,60,1
9908194,2,0
9908195,8,0
9908196,68,1
9908197,0,0
9908198,4,0
9908199,2,0
9908200,10,0
9908201,13,0
9908202,35,0
9908203,2,0
9908204,39,0
9908205,2,0
9908206,4,0
9908207,10,0
9908208,22,0
9908209,15,0
9908210,1,0
9909001,70,1
9909002,0,0
9909003,3,0
9909004,37,0
9909005,4,0
9909006,23,0
9909007,11,0
9909008,0,0
9909009,3,0
9909010,35,0
9909011,68,1
9909012,7,0
9909013,61,1
9909014,2,0
9909015,113,1
9909016,1,0
9909017,26,0
9909018,20,0
9909019,84,1
9909020,30,0
9909021,39,0
9909022,39,0
9909023,3,0
9909024,17,0
9909025,5,0
9909026,3,0
9909027,17,0
9909028,29,0
9909029,12,0
9909030,224,1
9909031,40,0
9909032,8,0
9909033,27,0
9909034,4,0
9909035,27,0
9909036,1,0
9909037,130,1
9909038,0,0
9909039,27,0
9909040,5,0
9909041,79,1
9909042,5,0
9909043,61,1
9909044,39,0
9909045,6,0
9909046,24,0
9909047,357,1
9909048,53,1
9909049,21,0
9909050,0,0
9909051,21,0
9909052,67,1
9909053,291,1
9909054,0,0
9909055,0,0
9909056,900,1
9909057,26,0
9909058,190,1
9909059,25,0
9909060,5,0
9909061,584,1
9909062,486,1
9909063,3,0
9909064,11,0
9909065,26,0
9909066,1,0
9909067,11,0
9909068,24,0
9909069,2,0
9909070,475,1
9909071,6,0
9909072,90,1
9909073,16,0
9909074,22,0
9909075,23,0
9909076,74,1
9909077,18,0
9909078,32,0
9909079,25,0
9909080,1,0
9909081,120,1
9909082,64,1
9909083,13,0
9909084,0,0
9909085,69,1
9909086,44,0
9909087,2,0
9909088,34,0
9909089,187,1
9909090,0,0
9909091,5,0
9909092,7,0
9909093,0,0
9909094,65,1
9909095,20,0
9909096,5,0
9909097,4,0
9909098,63,1
9909099,138,1
9909100,0,0
9909101,82,1
9909102,157,1
9909103,51,1
9909104,4,0
9909105,1,0
9909106,25,0
9909107,19,0
9909108,37,0
9909109,24,0
9909110,308,1
9909111,8,0
9909112,2,0
9909113,5,0
9909114,59,1
9909115,5,0
9909116,46,0
9909117,7,0
9909118,26,0
9909119,3,0
9909120,37,0
9909121,134,1
9909122,35,0
9909123,50,0
9909124,5,0
9909125,18,0
9909126,68,1
9909127,15,0
9909128,3,0
9909129,25,0
9909130,194,1
9909131,0,0
9909132,35,0
9909133,13,0
9909134,1394,1
9909135,18,0
9909136,7,0
9909137,38,0
9909138,7,0
9909139,127,1
9909140,96,1
9909141,19,0
9909142,9,0
9909143,30,0
9909144,70,1
9909145,38,0
9909146,12,0
9909147,262,1
9909148,18,0
9909149,27,0
9909150,49,0
9909151,0,0
9909152,10,0
9909153,30,0
9909154,59,1
9909155,7,0
9909156,6,0
9909157,0,0
9909158,8,0
9909159,2,0
9909160,7,0
9909161,1,0
9909162,2,0
9909163,110,1
9909164,56,1
9909165,3,0
9909166,2,0
9909167,42,0
9909168,23,0
9909169,5,0
9909170,2,0
9909171,15,0
9909172,191,1
9909173,3,0
9909174,5,0
9909175,8,0
9909176,102,1
9909177,3,0
9909178,9,0
9909179,28,0
9909180,10,0
9909181,2,0
9909182,14,0
9909183,29,0
9909184,3,0
9909185,14,0
9909186,9,0
9909187,37,0
9909188,62,1
9909189,16,0
9909190,0,0
9909191,16,0
9909192,0,0
9909193,5,0
9909194,9,0
9909195,0,0
9909196,9,0
9909197,24,0
9909198,4,0
9909199,140,1
9909200,3,0
9909201,106,1
9909202,102,1
9909203,109,1
9909204,23,0
9909205,610,1
9909206,39,0
9909207,5,0
9909208,0,0
9909209,33,0
9909210,6,0
9909211,4,0
9909212,17,0
9909213,8,0
9909214,77,1
9909215,168,1
9909216,54,1
9909217,0,0
9909218,8,0
9909219,22,0
9909220,9,0
9909221,13,0
9909222,9,0
9909223,5,0
9909224,39,0
9909225,5,0
9909226,47,0
9909227,6,0
9909228,139,1
9909229,45,0
9910001,80,1
9910002,5,0
9910003,12,0
9910004,313,1
9910005,3,0
9910006,12,0
9910007,8,0
9910008,5,0
9910009,4,0
9910010,17,0
9910011,91,1
9910012,9,0
9910013,165,1
9910014,0,0
9910015,4,0
9910016,77,1
9910017,7,0
9910018,147,1
9910019,31,0
9910020,30,0
9910021,68,1
9910022,33,0
9910023,247,1
9910024,1,0
9910025,143,1
9910026,2,0
9910027,10,0
9910028,79,1
9910029,5,0
9910030,310,1
9910031,10,0
9910032,1,0
9910033,68,1
9910034,1,0
9910035,6,0
9910036,85,1
9910037,18,0
9910038,28,0
9910039,1,0
9910040,91,1
9910041,46,0
9910042,11,0
9910043,20,0
9910044,0,0
9910045,8,0
9910046,49,0
9910047,4,0
9910048,11,0
9910049,65,1
9910050,49,0
9910051,1,0
9910052,220,1
9910053,1551,1
9910054,22,0
9910055,176,1
9910056,159,1
9910057,2,0
9910058,121,1
9910059,11,0
9910060,13,0
9910061,3,0
9910062,0,0
9910063,1,0
9910064,3,0
9910065,64,1
9910066,0,0
9910067,0,0
9910068,39,0
9910069,7,0
9910070,1,0
9910071,32,0
9910072,6,0
9910073,27,0
9910074,21,0
9910075,14,0
9910076,100,1
9910077,19,0
9910078,1,0
9910079,57,1
9910080,20,0
9910081,40,0
9910082,79,1
9910083,1,0
9910084,1,0
9910085,19,0
9910086,25,0
9910087,1,0
9910088,1,0
9910089,10,0
9910090,56,1
9910091,73,1
9910092,71,1
9910093,700,1
9910094,11,0
9910095,90,1
9910096,501,1
9910097,45,0
9910098,12,0
9910099,69,1
9910100,3,0
9910101,41,0
9910102,55,1
9910103,3,0
9910104,14,0
9910105,34,0
9910106,0,0
9910107,17,0
9910108,8,0
9910109,75,1
9910110,40,0
9910111,0,0
9910112,7,0
9910113,19,0
9910114,8,0
9910115,42,0
9910116,12,0
9910117,38,0
9910118,23,0
9910119,5,0
9910120,2,0
9910121,3,0
9910122,16,0
9910123,29,0
9910124,17,0
9910125,19,0
9910126,19,0
9910127,3,0
9910128,7,0
9910129,114,1
9910130,2,0
9910131,68,1
9910132,291,1
9910133,38,0
9910134,14,0
9910135,65,1
9910136,7,0
9910137,1,0
9910138,70,1
9910139,45,0
9910140,3,0
9910141,37,0
9910142,0,0
9910143,47,0
9910144,15,0
9910145,18,0
9910146,43,0
9910147,24,0
9910148,18,0
9910149,602,1
9910150,93,1
9910151,7,0
9910152,0,0
9910153,1,0
9910154,22,0
9910155,21,0
9910156,139,1
9910157,2,0
9910158,66,1
9910159,25,0
9910160,77,1
9910161,13,0
9910162,0,0
9910163,6,0
9910164,18,0
9910165,6,0
9910166,4,0
9910167,66,1
9910168,36,0
9910169,120,1
9910170,101,1
9910171,65,1
9910172,89,1
9910173,32,0
9910174,313,1
9910175,5,0
9910176,11,0
9910177,9,0
9910178,22,0
9910179,97,1
9910180,15,0
9910181,276,1
9910182,158,1
9910183,32,0
9910184,11,0
9910185,29,0
9910186,0,0
9910187,1,0
9910188,145,1
9910189,26,0
9910190,35,0
9910191,2,0
9910192,18,0
9910193,0,0
9910194,47,0
9910195,0,0
9910196,74,1
9910197,88,1
9910198,21,0
9910199,53,1
9910200,10,0
9910201,33,0
9910202,181,1
9910203,0,0
9910204,4,0
9910205,48,0
9910206,8,0
9910207,20,0
9910208,17,0
9910209,3,0
9910210,2,0
9910211,0,0
9910212,11,0
9910213,24,0
9910214,0,0
9910215,49,0
9910216,1,0
9910217,12,0
9910218,61,1
9910219,1322,1
9910220,13,0
9910221,28,0
9910222,56,1
9910223,0,0
9910224,3,0
9910225,2,0
9910226,19,0
9910227,0,0
9910228,48,0
9910229,1,0
9910230,1,0
9910231,13,0
9910232,7,0
9910233,6,0
9910234,0,0
9910235,4,0
9910236,4,0
9910237,39,0
9910238,14,0
9910239,28,0
9910240,5,0
9910241,0,0
9910242,1,0
9910243,83,1
9910244,16,0
9910245,202,1
9910246,22,0
9910247,26,0
9910248,13,0
9910249,11,0
9910250,33,0
9910251,23,0
9910252,88,1
9910253,109,1
9910254,99,1
9910255,7,0
9910256,12,0
9910257,0,0
9910258,14,0
9910259,5,0
9910260,3,0
9910261,13,0
9910262,6,0
9910263,56,1
9910264,5,0
9910265,83,1
9910266,15,0
9910267,285,1
9910268,11,0
9910269,44,0
9911001,88,1
9911002,187,1
9911003,9,0
9911004,21,0
9911005,3,0
9911006,0,0
9911007,18,0
9911008,1,0
9911009,0,0
9911010,1,0
9911011,210,1
9911012,11,0
9911013,5,0
9911014,32,0
9911015,243,1
9911016,8,0
9911017,0,0
9911018,16,0
9911019,97,1
9911020,7,0
9911021,56,1
9911022,10,0
9911023,73,1
9911024,3,0
9911025,178,1
9911026,33,0
9911027,14,0
9911028,12,0
9911029,387,1
9911030,202,1
9911031,8,0
9911032,46,0
9911033,4,0
9911034,0,0
9911035,28,0
9911036,12,0
9911037,2,0
9911038,1,0
9911039,160,1
9911040,46,0
9911041,232,1
9911042,147,1
9911043,393,1
9911044,0,0
9911045,0,0
9911046,0,0
9911047,0,0
9911048,0,0
9911049,0,0
9911050,0,0
9911051,18,0
9911052,0,0
9911053,2,0
9911054,1,0
9911055,833,1
9911056,1,0
9911057,53,1
9911058,1,0
9911059,27,0
9911060,17,0
9911061,1,0
9911062,18,0
9911063,12,0
9911064,10,0
9911065,8,0
9911066,102,1
9911067,35,0
9911068,82,1
9911069,16,0
9911070,14,0
9911071,23,0
9911072,78,1
9911073,13,0
9911074,0,0
9911075,6,0
9911076,0,0
9911077,9,0
9911078,74,1
9911079,5,0
9911080,32,0
9911081,230,1
9911082,80,1
9911083,45,0
9911084,12,0
9911085,54,1
9911086,7,0
9911087,138,1
9911088,87,1
9911089,47,0
9911090,7,0
9911091,43,0
9911092,62,1
9911093,36,0
9911094,61,1
9911095,9,0
9911096,314,1
9911097,15,0
9911098,238,1
9911099,28,0
9911100,19,0
9911101,24,0
9911102,52,1
9911103,6,0
9911104,39,0
9911105,44,0
9911106,0,0
9911107,38,0
9911108,21,0
9911109,8,0
9911110,250,1
9911111,4,0
9911112,11,0
9911113,12,0
9911114,26,0
9911115,41,0
9911116,529,1
9911117,30,0
9911118,15,0
9911119,9,0
9911120,14,0
9911121,5,0
9911122,1,0
9911123,72,1
9911124,27,0
9911125,55,1
9911126,38,0
9911127,0,0
9911128,11,0
9911129,68,1
9911130,3,0
9911131,7,0
9911132,29,0
9911133,5,0
9911134,14,0
9911135,57,1
9911136,239,1
9911137,26,0
9911138,23,0
9911139,86,1
9911140,75,1
9911141,3,0
9911142,14,0
9911143,5,0
9911144,2,0
9911145,8,0
9911146,34,0
9911147,223,1
9911148,28,0
9911149,14,0
9911150,16,0
9911151,12,0
9911152,47,0
9911153,21,0
9911154,20,0
9911155,9,0
9911156,87,1
9911157,23,0
9911158,40,0
9911159,11,0
9911160,8,0
9911161,316,1
9911162,15,0
9911163,35,0
9911164,59,1
9911165,232,1
9911166,7,0
9911167,5,0
9911168,26,0
9911169,54,1
9911170,21,0
9911171,16,0
9911172,14,0
9911173,7,0
9911174,402,1
9911175,120,1
9911176,0,0
9911177,24,0
9911178,41,0
9911179,32,0
9911180,46,0
9911181,82,1
9911182,31,0
9911183,4,0
9911184,2,0
9911185,2,0
9911186,44,0
9911187,24,0
9911188,4,0
9911189,1,0
9911190,71,1
9911191,24,0
9911192,14,0
9911193,6,0
9911194,26,0
9911195,70,1
9911196,10,0
9911197,7,0
9911198,6,0
9911199,47,0
9911200,14,0
9911201,3,0
9911202,0,0
9911203,8,0
9911204,1,0
9911205,27,0
9911206,317,1
9911207,16,0
9911208,9,0
9911209,42,0
9911210,11,0
9911211,23,0
9911212,2,0
9911213,1,0
9911214,10,0
9911215,9,0
9911216,43,0
9911217,0,0
9911218,53,1
9911219,69,1
9911220,8,0
9911221,123,1
9911222,147,1
9911223,16,0
9911224,9,0
9911225,30,0
9911226,0,0
9911227,0,0
9911228,15,0
9911229,33,0
9911230,359,1
9911231,12,0
9911232,16,0
9911233,6,0
9911234,21,0
9911235,80,1
9911236,11,0
9911237,32,0
9911238,0,0
9911239,29,0
9911240,29,0
9911241,16,0
9911242,71,1
9911243,46,0
9911244,19,0
9911245,38,0
9911246,34,0
9911247,0,0
9911248,43,0
9911249,10,0
9911250,3,0
9911251,14,0
9911252,0,0
9911253,47,0
9911254,164,1
9911255,22,0
9912001,471,1
9912002,30,0
9912003,19,0
9912004,7,0
9912005,1,0
9912006,26,0
9912007,118,1
9912008,9,0
9912009,13,0
9912010,4,0
9912011,3,0
9912012,839,1
9912013,78,1
9912014,15,0
9912015,115,1
9912016,5,0
9912017,13,0
9912018,250,1
9912019,67,1
9912020,22,0
9912021,5,0
9912022,13,0
9912023,8,0
9912024,19,0
9912025,17,0
9912026,12,0
9912027,171,1
9912028,27,0
9912029,1,0
9912030,18,0
9912031,2,0
9912032,29,0
9912033,128,1
9912034,0,0
9912035,12,0
9912036,22,0
9912037,77,1
9912038,24,0
9912039,1,0
9912040,5,0
9912041,0,0
9912042,2,0
9912043,3,0
9912044,31,0
9912045,131,1
9912046,0,0
9912047,141,1
9912048,1,0
9912049,39,0
9912050,111,1
9912051,10,0
9912052,27,0
9912053,18,0
9912054,22,0
9912055,129,1
9912056,19,0
9912057,7,0
9912058,33,0
9912059,27,0
9912060,488,1
9912061,32,0
9912062,0,0
9912063,7,0
9912064,2,0
9912065,10,0
9912066,20,0
9912067,109,1
9912068,5,0
9912069,0,0
9912070,44,0
9912071,10,0
9912072,1523,1
9912073,23,0
9912074,36,0
9912075,184,1
9912076,13,0
9912077,20,0
9912078,11,0
9912079,36,0
9912080,6,0
9912081,48,0
9912082,76,1
9912083,34,0
9912084,29,0
9912085,10,0
9912086,120,1
9912087,0,0
9912088,47,0
9912089,6,0
9912090,7,0
9912091,2,0
9912092,814,1
9912093,65,1
9912094,470,1
9912095,1,0
9912096,3,0
9912097,6,0
9912098,19,0
9912099,2,0
9912100,1,0
9912101,25,0
9912102,3,0
9912103,11,0
9912104,52,1
9912105,6,0
9912106,17,0
9912107,46,0
9912108,47,0
9912109,1,0
9912110,0,0
9912111,19,0
9912112,2,0
9912113,56,1
9912114,6,0
9912115,6,0
9912116,0,0
9912117,0,0
9912118,282,1
9912119,116,1
9912120,54,1
9912121,81,1
9912122,14,0
9912123,636,1
9912124,9,0
9912125,60,1
9912126,5,0
9912127,6,0
9912128,15,0
9912129,13,0
9912130,70,1
9912131,2,0
9912132,72,1
9912133,33,0
9912134,111,1
9912135,246,1
9912136,4,0
9912137,54,1
9912138,3,0
9912139,2,0
9912140,67,1
9912141,7,0
9912142,16,0
9912143,38,0
9912144,42,0
9912145,54,1
9912146,42,0
9912147,70,1
9912148,0,0
9912149,4,0
9912150,22,0
9912151,213,1
9912152,514,1
9912153,90,1
9912154,18,0
9912155,20,0
9912156,54,1
9912157,19,0
9912158,18,0
9912159,3,0
9912160,305,1
9912161,208,1
9912162,40,0
9912163,5,0
9912164,100,1
9912165,35,0
9912166,18,0
9912167,245,1
9912168,65,1
9912169,132,1
9912170,29,0
9912171,3,0
9912172,1,0
9912173,7,0
9912174,0,0
9912175,53,1
9912176,1,0
9912177,9,0
9912178,0,0
9912179,5,0
9912180,18,0
9912181,53,1
9912182,6,0
9912183,29,0
9912184,10,0
9912185,25,0
9912186,101,1
9912187,59,1
9912188,60,1
9912189,1,0
9912190,12,0
9912191,15,0
9912192,5,0
9912193,17,0
9912194,9,0
9912195,10,0
9912196,71,1
9912197,4,0
9912198,22,0
9912199,1,0
9912200,16,0
9912201,18,0
9912202,13,0
9912203,3,0
9912204,166,1
9912205,157,1
9912206,18,0
9912207,22,0
9912208,161,1
9912209,157,1
9912210,0,0
9912211,6,0
9912212,16,0
9912213,1,0
9912214,17,0
9912215,15,0
9912216,8,0
9912217,77,1
9912218,49,0
9912219,3,0
9912220,3,0
9912221,4,0
9912222,30,0
9912223,25,0
9912224,9,0
9912225,13,0
9912226,48,0
9912227,14,0
9912228,0,0
9912229,37,0
9912230,17,0
9912231,18,0
9912232,405,1
9912233,308,1
9912234,4,0
9912235,5,0
9912236,90,1
9912237,9,0
9912238,85,1
9912239,125,1
9912240,1,0
9912241,2,0
9912242,23,0
9912243,159,1
9912244,9,0
9912245,3,0
9912246,101,1
9912247,2,0
9912248,14,0
9912249,625,1
9912250,57,1
9912251,3,0
9912252,36,0
9912253,7,0
9912254,33,0
9912255,37,0
9912256,4,0
9912257,72,1
9912258,4,0
9912259,298,1
9912260,0,0
9912261,4,0
9912262,31,0
9912263,13,0
9912264,11,0
9912265,7,0
9912266,97,1
9912267,62,1
9912268,21,0
9912269,7,0
9912270,16,0
9912271,165,1
9912272,15,0
9912273,6,0
9912274,39,0
9912275,139,1
9912276,5,0
9912277,35,0
9912278,13,0
9912279,245,1
9912280,27,0
9912281,18,0
9912282,3,0
9912283,30,0
9912284,0,0
9912285,4,0
9912286,1,0
9912287,329,1
9912288,8,0
9912289,7,0
9912290,22,0
9912291,13,0
9912292,4,0
9912293,4,0
9912294,0,0
9306090,17,0
9306091,19,0
9306092,51,1
9306093,14,0
9306094,8,0
9306095,6,0
9306096,238,1
9306097,4,0
9306098,37,0
9306099,6,0
9306100,8,0
9306101,51,1
9306102,74,1
9306103,38,0
9306104,7,0
9306105,7,0
9306106,73,1
9306107,113,1
9306108,21,0
9306109,0,0
9306110,15,0
9306111,11,0
9306112,7,0
9306113,0,0
9306114,1,0
9306115,8,0
9306116,79,1
9306117,44,0
9306118,25,0
9306119,23,0
9306120,98,1
9306121,3,0
9306122,242,1
9306123,3,0
9306124,114,1
9306125,8,0
9306126,0,0
9306127,15,0
9306128,1,0
9306129,4,0
9306130,9,0
9306131,27,0
9306132,66,1
9306133,6,0
9306134,12,0
9306135,6,0
9306136,0,0
9306137,18,0
9306138,27,0
9306139,6,0
9306140,7,0
9306141,26,0
9306142,2,0
9306143,0,0
9306144,8,0
9306145,108,1
9306146,43,0
9306147,56,1
9306148,22,0
9306149,55,1
9306150,54,1
9306151,1,0
9306152,19,0
9306153,1255,1
9306154,85,1
9306155,114,1
9306156,2,0
9306157,20,0
9306158,6,0
9306159,1,0
9306160,2,0
9306161,69,1
9306162,67,1
9306163,23,0
9306164,15,0
9307001,195,1
9307002,6,0
9307003,13,0
9307004,14,0
9307005,0,0
9307006,11,0
9307007,34,0
9307008,6,0
9307009,33,0
9307010,741,1
9307011,68,1
9307012,17,0
9307013,51,1
9307014,24,0
9307015,7,0
9307016,1,0
9307017,10,0
9307018,52,1
9307019,70,1
9307020,1,0
9307021,12,0
9307022,14,0
9307023,7,0
9307024,3,0
9307025,4,0
9307026,37,0
9307027,38,0
9307028,0,0
9307029,7,0
9307030,72,1
9307031,19,0
9307032,5,0
9307033,9,0
9307034,19,0
9307035,38,0
9307036,213,1
9307037,23,0
9307038,79,1
9307039,27,0
9307040,23,0
9307041,34,0
9307042,31,0
9307043,12,0
9307044,0,0
9307045,120,1
9307046,34,0
9307047,3,0
9307048,164,1
9307049,389,1
9307050,29,0
9307051,8,0
9307052,3,0
9307053,0,0
9307054,5,0
9307055,17,0
9307056,26,0
9307057,9,0
9307058,0,0
9307059,114,1
9307060,2,0
9307061,26,0
9307062,113,1
9307063,19,0
9307064,0,0
9307065,4,0
9307066,25,0
9307067,10,0
9307068,0,0
9307069,1,0
9307070,0,0
9307071,24,0
9307072,0,0
9307073,1,0
9307074,8,0
9307075,15,0
9307076,4,0
9307077,2,0
9307078,2,0
9307079,19,0
9307080,12,0
9307081,1,0
9307082,0,0
9307083,3,0
9307084,0,0
9307085,38,0
9307086,28,0
9307087,47,0
9307088,99,1
9307089,3,0
9307090,9,0
9307091,9,0
9307092,30,0
9307093,13,0
9307094,2,0
9307095,32,0
9307096,7,0
9307097,6,0
9307098,0,0
9307099,0,0
9307100,1,0
9307101,11,0
9307102,25,0
9307103,22,0
9307104,24,0
9307105,1,0
9307106,14,0
9307107,23,0
9307108,147,1
9307109,18,0
9307110,3,0
9307111,154,1
9307112,4,0
9307113,7,0
9307114,146,1
9307115,11,0
9307116,41,0
9307117,16,0
9307118,43,0
9307119,8,0
9307120,24,0
9307121,19,0
9307122,12,0
9307123,39,0
9307124,44,0
9307125,17,0
9307126,15,0
9307127,18,0
9307128,1,0
9307129,15,0
9307130,8,0
9307131,2,0
9307132,3,0
9307133,0,0
9307134,9,0
9307135,0,0
9307136,14,0
9307137,10,0
9307138,8,0
9307139,13,0
9307140,8,0
9307141,9,0
9307142,3,0
9307143,4,0
9307144,8,0
9307145,14,0
9307146,29,0
9307147,27,0
9307148,52,1
9307149,3,0
9307150,7,0
9307151,19,0
9307152,2,0
9307153,4,0
9307154,26,0
9307155,67,1
9307156,12,0
9307157,5,0
9307158,408,1
9307159,6,0
9307160,26,0
9307161,23,0
9307162,1,0
9307163,5,0
9307164,5,0
9307165,29,0
9307166,15,0
9307167,5,0
9307168,289,1
9307169,28,0
9307170,34,0
9307171,79,1
9307172,0,0
9307173,4,0
9307174,144,1
9307175,31,0
9307176,16,0
9307177,49,0
9307178,27,0
9307179,6,0
9307180,4,0
9307181,6,0
9307182,18,0
9307183,54,1
9307184,10,0
9307185,18,0
9307186,58,1
9307187,0,0
9307188,6,0
9307189,17,0
9307190,13,0
9307191,0,0
9307192,1,0
9307193,37,0
9307194,169,1
9307195,15,0
9307196,245,1
9307197,83,1
9308001,5,0
9308002,33,0
9308003,82,1
9308004,137,1
9308005,106,1
9308006,15,0
9308007,21,0
9308008,0,0
9308009,57,1
9308010,1,0
9308011,0,0
9308012,24,0
9308013,19,0
9308014,9,0
9308015,1,0
9308016,2,0
9308017,6,0
9308018,26,0
9308019,26,0
9308020,68,1
9308021,10,0
9308022,17,0
9308023,50,0
9308024,2,0
9308025,1,0
9308026,10,0
9308027,73,1
9308028,49,0
9308029,159,1
9308030,24,0
9308031,1,0
9308032,132,1
9308033,118,1
9308034,45,0
9308035,4,0
9308036,36,0
9308037,26,0
9308038,9,0
9308039,2,0
9308040,0,0
9308041,4,0
9308042,42,0
9308043,36,0
9308044,4,0
9308045,107,1
9308046,18,0
9308047,1,0
9308048,67,1
9308049,5,0
9308050,1,0
9308051,1,0
9308052,31,0
9308053,17,0
9308054,56,1
9308055,2,0
9308056,0,0
9308057,56,1
9308058,6,0
9308059,5,0
9308060,90,1
9308061,60,1
9308062,9,0
9308063,12,0
9308064,0,0
9308065,5,0
9308066,42,0
9308067,5,0
9308068,4,0
9308069,0,0
9308070,6,0
9308071,0,0
9308072,35,0
9308073,1,0
9308074,5,0
9308075,565,1
9308076,3,0
9308077,52,1
9308078,0,0
9308079,145,1
9308080,10,0
9308081,2,0
9308082,3,0
9308083,363,1
9308084,0,0
9308085,10,0
9308086,17,0
9308087,34,0
9308088,4,0
9308089,17,0
9308090,0,0
9308091,50,0
9308092,0,0
9308093,4,0
9308094,87,1
9308095,1,0
9308096,11,0
9308097,0,0
9308098,0,0
9308099,32,0
9308100,268,1
9308101,0,0
9308102,10,0
9308103,61,1
9308104,0,0
9308105,5,0
